red_fighter_name,blue_fighter_name,event_date,red_fighter_nickname,blue_fighter_nickname,red_fighter_result,blue_fighter_result,method,round,time,time_format,referee,details,bout_type,bonus,event_name,event_location,red_fighter_KD,blue_fighter_KD,red_fighter_sig_str,blue_fighter_sig_str,red_fighter_sig_str_pct,blue_fighter_sig_str_pct,red_fighter_total_str,blue_fighter_total_str,red_fighter_TD,blue_fighter_TD,red_fighter_TD_pct,blue_fighter_TD_pct,red_fighter_sub_att,blue_fighter_sub_att,red_fighter_rev,blue_fighter_rev,red_fighter_ctrl,blue_fighter_ctrl,red_fighter_sig_str_head,blue_fighter_sig_str_head,red_fighter_sig_str_body,blue_fighter_sig_str_body,red_fighter_sig_str_leg,blue_fighter_sig_str_leg,red_fighter_sig_str_distance,blue_fighter_sig_str_distance,red_fighter_sig_str_clinch,blue_fighter_sig_str_clinch,red_fighter_sig_str_ground,blue_fighter_sig_str_ground,red_fighter_sig_str_head_pct,blue_fighter_sig_str_head_pct,red_fighter_sig_str_body_pct,blue_fighter_sig_str_body_pct,red_fighter_sig_str_leg_pct,blue_fighter_sig_str_leg_pct,red_fighter_sig_str_distance_pct,blue_fighter_sig_str_distance_pct,red_fighter_sig_str_clinch_pct,blue_fighter_sig_str_clinch_pct,red_fighter_sig_str_ground_pct,blue_fighter_sig_str_ground_pct,red_fighter_total_pts,blue_fighter_total_pts
JOEL ALVAREZ,ELVES BRENER,03/08/2024,El Fenomeno,-,W,L,KO/TKO,3,3:36,3 Rnd (5-5-5),Lukasz Bosacki,Knees to Head In Clinch,Lightweight Bout,perf,UFC Fight Night: Sandhagen vs. Nurmagomedov,"Abu Dhabi, Abu Dhabi, United Arab Emirates",1,0,95,45,67,46,114,45,0,0,0,0,1,0,0,0,0:51,0:22,67,17,24,7,4,21,71,45,24,0,0,0,70,37,25,15,4,46,74,100,25,0,0,0,20 20 20,18 18 18
SHAMIL GAZIEV,DON'TALE MAYES,03/08/2024,-,Lord Kong,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Howard Hughes 27 - 30. David Lethaby 27 - 30. Darryl Ransom 27 - 30.,Heavyweight Bout,-,UFC Fight Night: Sandhagen vs. Nurmagomedov,"Abu Dhabi, Abu Dhabi, United Arab Emirates",0,0,31,27,67,46,89,57,2,0,66,0,0,0,0,0,11:58,0:00,22,18,8,5,1,4,12,25,15,2,4,0,70,66,25,18,3,14,38,92,48,7,12,0,30 30 30,27 27 27
GURAM KUTATELADZE,JORDAN VUCENIC,03/08/2024,Georgian Viking,The Epidemic,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Greg Kleynjans,Ben Cartlidge 28 - 29. Vito Paolillo 28 - 29. Clemens Werner 28 - 29.,Lightweight Bout,-,UFC Fight Night: Sandhagen vs. Nurmagomedov,"Abu Dhabi, Abu Dhabi, United Arab Emirates",0,1,30,34,44,40,87,81,1,0,25,0,0,0,0,0,4:05,4:32,13,23,13,10,4,1,15,24,11,7,4,3,43,67,43,29,13,2,50,70,36,20,13,8,29 29 29,28 28 28
JAI HERBERT,ROLANDO BEDOYA,03/08/2024,Black Country Banger,The Machine,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,Mike Bell 27 - 30. Hadi Mohamed Ali 27 - 30. David Lethaby 28 - 29.,Lightweight Bout,-,UFC Fight Night: Sandhagen vs. Nurmagomedov,"Abu Dhabi, Abu Dhabi, United Arab Emirates",1,0,82,67,46,33,89,71,2,0,66,0,0,0,0,0,0:33,1:11,47,29,27,10,8,28,79,64,3,3,0,0,57,43,32,14,9,41,96,95,3,4,0,0,30 30 29,27 27 28
SEDRIQUES DUMAS,DENIS TIULIULIN,03/08/2024,The Reaper,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Ben Cartlidge 28 - 29. Clemens Werner 28 - 29. Vito Paolillo 27 - 30.,Middleweight Bout,-,UFC Fight Night: Sandhagen vs. Nurmagomedov,"Abu Dhabi, Abu Dhabi, United Arab Emirates",0,0,49,26,55,37,95,183,3,3,30,60,0,0,0,0,6:00,2:27,28,10,9,13,12,3,40,24,1,2,8,0,57,38,18,50,24,11,81,92,2,7,16,0,29 30 29,28 27 28
LEON EDWARDS,BELAL MUHAMMAD,27/07/2024,Rocky,Remember the Name,L,W,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Mike Beltran,Ben Cartlidge 47 - 48. Derek Cleary 47 - 48. Clemens Werner 46 - 49.,UFC Welterweight Title Bout,belt,UFC 304: Edwards vs. Muhammad 2,"Manchester, England, United Kingdom",0,0,47,68,66,56,89,192,2,9,100,69,0,0,2,0,7:11,12:02,32,59,12,9,3,0,35,62,6,0,6,6,68,86,25,13,6,0,74,91,12,0,12,8,47 47 46,48 48 49
MOLLY MCCANN,BRUNA BRASIL,27/07/2024,Meatball,-,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Daniel Movahedi,Ben Cartlidge 27 - 30. Clemens Werner 27 - 30. Anders Ohlsson 28 - 29.,Women's Strawweight Bout,-,UFC 304: Edwards vs. Muhammad 2,"Manchester, England, United Kingdom",0,0,32,44,57,59,57,63,2,3,28,100,0,0,0,1,3:31,5:35,19,20,11,22,2,2,28,32,2,8,2,4,59,45,34,50,6,4,87,72,6,18,6,9,27 28 27,30 29 30
JAKE HADLEY,CAOLAN LOUGHRAN,27/07/2024,White Kong,The Don,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,Mark Collett 27 - 30. David Lethaby 27 - 30. Derek Cleary 28 - 29.,Bantamweight Bout,-,UFC 304: Edwards vs. Muhammad 2,"Manchester, England, United Kingdom",0,0,81,66,52,36,107,68,0,1,0,12,0,0,0,0,0:07,1:47,35,33,13,18,33,15,78,64,3,1,0,1,43,50,16,27,40,22,96,96,3,1,0,1,29 30 30,28 27 27
MUHAMMAD MOKAEV,MANEL KAPE,27/07/2024,The Punisher,StarBoy,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran,Derek Cleary 28 - 29. Darryl Ransom 28 - 29. Anders Ohlsson 27 - 30.,Flyweight Bout,-,UFC 304: Edwards vs. Muhammad 2,"Manchester, England, United Kingdom",0,0,30,20,36,41,47,34,3,0,37,0,0,0,0,0,2:11,0:04,11,16,13,4,6,0,27,20,2,0,1,0,36,80,43,20,20,0,90,100,6,0,3,0,29 30 29,28 27 28
OBAN ELLIOTT,PRESTON PARSONS,27/07/2024,The Welsh Gangster,Pressure,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Daniel Movahedi,Mark Collett 28 - 29. Derek Cleary 27 - 30. David Lethaby 27 - 30.,Welterweight Bout,-,UFC 304: Edwards vs. Muhammad 2,"Manchester, England, United Kingdom",0,0,44,36,35,38,49,71,1,1,50,11,0,0,0,0,4:56,1:58,36,15,4,4,4,17,41,31,3,5,0,0,81,41,9,11,9,47,93,86,6,13,0,0,30 29 30,27 28 27
SHAUNA BANNON,ALICE ARDELEAN,27/07/2024,Mama B,-,W,L,Decision - Split,3,5:00,3 Rnd (5-5-5),Mike Beltran,Mark Collett 27 - 30. Darryl Ransom 29 - 28. Anders Ohlsson 28 - 29.,Women's Strawweight Bout,-,UFC 304: Edwards vs. Muhammad 2,"Manchester, England, United Kingdom",0,0,77,57,45,54,151,80,0,2,0,50,0,0,0,0,0:10,5:54,44,42,22,10,11,5,73,50,4,3,0,4,57,73,28,17,14,8,94,87,5,5,0,7,30 29 28,27 28 29
KURT HOLOBAUGH,KAYNAN KRUSCHEWSKY,20/07/2024,-,Bahia,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Adalaide Byrd 28 - 29. Sal D'amato 28 - 29. Anthony Maness 28 - 29.,Lightweight Bout,-,UFC Fight Night: Lemos vs. Jandiroba,"Las Vegas, Nevada, USA",0,0,92,89,53,57,171,115,1,3,25,100,0,2,1,0,5:21,2:47,58,61,25,27,9,1,74,53,18,28,0,8,63,68,27,30,9,1,80,59,19,31,0,8,29 29 29,28 28 28
CODY DURDEN,BRUNO SILVA,20/07/2024,Custom Made,Bulldog,L,W,KO/TKO,2,2:58,3 Rnd (5-5-5),Chris Tognoni,Punches to Head From Guard,Flyweight Bout,perf,UFC Fight Night: Lemos vs. Jandiroba,"Las Vegas, Nevada, USA",0,1,28,42,44,57,31,45,1,0,100,0,3,0,0,0,2:35,0:23,20,31,5,6,3,5,27,24,1,1,0,17,71,73,17,14,10,11,96,57,3,2,0,40,10 10 10,9 9 9
DOOHO CHOI,BILL ALGEO,20/07/2024,The Korean Superboy,Senor Perfecto,W,L,KO/TKO,2,3:38,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,Featherweight Bout,-,UFC Fight Night: Lemos vs. Jandiroba,"Las Vegas, Nevada, USA",0,0,21,17,60,34,32,38,2,2,66,66,3,0,0,1,1:33,3:09,15,11,3,3,3,3,17,14,3,2,1,1,71,64,14,17,14,17,80,82,14,11,4,5,10 9 9,9 10 10
MIRANDA MAVERICK,DIONE BARBOSA,20/07/2024,Fear The,The Witch,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mike Bell 28 - 29. Eric Colon 27 - 30. Sal D'amato 27 - 30.,Women's Flyweight Bout,-,UFC Fight Night: Lemos vs. Jandiroba,"Las Vegas, Nevada, USA",0,0,30,21,34,40,102,47,2,1,40,50,0,1,0,0,8:07,0:49,9,19,7,1,14,1,23,19,2,2,5,0,30,90,23,4,46,4,76,90,6,9,16,0,29 30 30,28 27 27
LUANA CAROLINA,LUCIE PUDILOVA,20/07/2024,Dread,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 28 - 29. Junichiro Kamijo 28 - 29. Sal D'amato 27 - 30.,Women's Flyweight Bout,-,UFC Fight Night: Lemos vs. Jandiroba,"Las Vegas, Nevada, USA",0,0,94,43,56,37,114,62,0,2,0,50,0,0,0,0,0:41,2:05,45,25,23,16,26,2,73,27,21,16,0,0,47,58,24,37,27,4,77,62,22,37,0,0,29 30 29,28 27 28
MOHAMMED USMAN,THOMAS PETERSEN,20/07/2024,The Motor,The Train,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Chris Leben 27 - 30. Anthony Maness 27 - 30. Rick Winter 27 - 30.,Heavyweight Bout,-,UFC Fight Night: Lemos vs. Jandiroba,"Las Vegas, Nevada, USA",0,0,63,76,34,55,63,98,0,2,0,40,0,0,0,0,0:00,1:01,44,58,19,13,0,5,61,72,2,3,0,1,69,76,30,17,0,6,96,94,3,3,0,1,27 27 27,30 30 30
ROSE NAMAJUNAS,TRACY CORTEZ,13/07/2024,Thug,-,W,L,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Sal D'amato 46 - 49. Chris Lee 46 - 49. Eric Colon 47 - 48.,Women's Flyweight Bout,-,UFC Fight Night: Namajunas vs. Cortez,"Denver, Colorado, USA",1,0,96,58,53,29,119,85,5,2,100,40,0,0,0,0,6:36,0:58,66,31,17,14,13,13,93,52,3,6,0,0,68,53,17,24,13,22,96,89,3,10,0,0,49 49 48,46 46 47
SANTIAGO PONZINIBBIO,MUSLIM SALIKHOV,13/07/2024,Argentine Dagger,King of Kung Fu,L,W,Decision - Split,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Chris Lee 28 - 29. Eric Colon 29 - 28. Dean Abeyta 28 - 29.,Welterweight Bout,-,UFC Fight Night: Namajunas vs. Cortez,"Denver, Colorado, USA",0,0,41,46,35,38,42,69,2,0,40,0,0,0,0,0,2:29,0:00,31,20,5,20,5,6,40,45,1,1,0,0,75,43,12,43,12,13,97,97,2,2,0,0,28 29 28,29 28 29
GABRIEL BONFIM,ANGE LOOSA,13/07/2024,Marretinha,The Last Ninja,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Sal D'amato 27 - 30. Mark Sanchez 27 - 30. Dean Abeyta 28 - 29.,Welterweight Bout,-,UFC Fight Night: Namajunas vs. Cortez,"Denver, Colorado, USA",0,0,101,52,44,33,106,60,1,4,100,30,0,0,0,0,0:10,2:35,64,37,32,7,5,8,85,45,16,2,0,5,63,71,31,13,4,15,84,86,15,3,0,9,30 30 29,27 27 28
JOSHUA VAN,CHARLES JOHNSON,13/07/2024,The Fearless,InnerG,L,W,KO/TKO,3,0:20,3 Rnd (5-5-5),Joe Coca,Punch to Head At Distance,Flyweight Bout,perf,UFC Fight Night: Namajunas vs. Cortez,"Denver, Colorado, USA",0,1,67,88,50,46,72,90,1,0,100,0,0,0,0,0,0:15,0:34,44,44,17,25,6,19,60,84,7,3,0,1,65,50,25,28,8,21,89,95,10,3,0,1,18 19 20,20 19 18
JASMINE JASUDAVICIUS,FATIMA KLINE,13/07/2024,-,The Archangel,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Joel Ojeda,Sal D'amato 27 - 30. Eric Colon 27 - 30. Mark Van Tine 27 - 30.,Women's Flyweight Bout,-,UFC Fight Night: Namajunas vs. Cortez,"Denver, Colorado, USA",0,0,40,39,44,48,93,48,4,1,66,100,1,0,0,0,7:48,0:52,25,32,9,5,6,2,27,33,4,3,9,3,62,82,22,12,15,5,67,84,10,7,22,7,30 30 30,27 27 27
EVAN ELDER,DARRIUS FLOWERS,13/07/2024,The Phenom,Beast Mode,W,L,Submission,2,1:46,3 Rnd (5-5-5),Joel Ojeda,Arm Triangle From Side Control,Welterweight Bout,-,UFC Fight Night: Namajunas vs. Cortez,"Denver, Colorado, USA",0,0,45,24,52,40,61,26,0,1,0,50,1,0,1,1,2:01,0:28,17,12,27,5,1,7,29,21,3,3,13,0,37,50,60,20,2,29,64,87,6,12,28,0,10 10 10,9 9 9
DAN IGE,DIEGO LOPES,29/06/2024,50K,-,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),-,Mike Bell 28 - 29. Eric Colon 28 - 29. Chris Lee 28 - 29.,Catch Weight Bout,-,UFC 303: Pereira vs. Prochazka 2,"Las Vegas, Nevada, USA",0,0,42,49,54,49,67,90,0,1,0,33,0,1,0,0,1:39,4:06,34,32,4,8,4,9,24,38,3,10,15,1,80,65,9,16,9,18,57,77,7,20,35,2,28 28 28,29 29 29
MAYRA BUENO SILVA,MACY CHIASSON,29/06/2024,Sheetara,-,L,W,TKO - Doctor's Stoppage,2,1:58,3 Rnd (5-5-5),Chris Tognoni,Cut,Women's Bantamweight Bout,perf,UFC 303: Pereira vs. Prochazka 2,"Las Vegas, Nevada, USA",0,0,46,50,77,58,53,64,0,1,0,100,0,0,0,0,1:19,1:48,24,27,20,13,2,10,21,22,23,18,2,10,52,54,43,26,4,20,45,44,50,36,4,20,10 10 10,9 9 9
CUB SWANSON,ANDRE FILI,29/06/2024,-,Touchy,L,W,Decision - Split,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 28 - 29. Adalaide Byrd 29 - 28. Ron McCarthy 28 - 29.,Featherweight Bout,fight,UFC 303: Pereira vs. Prochazka 2,"Las Vegas, Nevada, USA",0,0,62,67,55,45,90,70,0,2,0,18,0,0,0,0,0:29,3:50,43,49,7,13,12,5,53,52,9,15,0,0,69,73,11,19,19,7,85,77,14,22,0,0,28 29 28,29 28 29
MICHELLE WATERSON-GOMEZ,GILLIAN ROBERTSON,29/06/2024,The Karate Hottie,The Savage,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Sal D'amato 27 - 30. Chris Lee 27 - 30. Ron McCarthy 26 - 30.,Women's Strawweight Bout,-,UFC 303: Pereira vs. Prochazka 2,"Las Vegas, Nevada, USA",0,0,21,77,40,73,41,122,1,2,100,33,0,2,0,0,0:19,12:34,19,67,1,9,1,1,9,10,3,0,9,67,90,87,4,11,4,1,42,12,14,0,42,87,27 27 26,30 30 30
REI TSURUYA,CARLOS HERNANDEZ,29/06/2024,-,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Mike Bell 28 - 29. Adalaide Byrd 28 - 29. Ron McCarthy 28 - 29.,Flyweight Bout,-,UFC 303: Pereira vs. Prochazka 2,"Las Vegas, Nevada, USA",0,0,17,16,53,50,62,26,3,1,37,50,0,0,0,0,6:19,4:29,15,7,2,5,0,4,2,8,2,4,13,4,88,43,11,31,0,25,11,50,11,25,76,25,29 29 29,28 28 28
RICKY SIMON,VINICIUS OLIVEIRA,29/06/2024,-,LokDog,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Eric Colon 27 - 30. Tony Weeks 27 - 30. Junichiro Kamijo 28 - 29.,Bantamweight Bout,-,UFC 303: Pereira vs. Prochazka 2,"Las Vegas, Nevada, USA",0,0,42,96,43,40,44,96,2,1,18,100,0,0,0,0,0:31,0:16,26,53,12,20,4,23,40,94,2,1,0,1,61,55,28,20,9,23,95,97,4,1,0,1,27 28 27,30 29 30
MUHAMMAD NAIMOV,FELIPE LIMA,22/06/2024,Hillman,Jungle Boy,L,W,Submission,3,1:15,3 Rnd (5-5-5),Thomas Fan,Rear Naked Choke,Featherweight Bout,perf,UFC Fight Night: Whittaker vs. Aliskerov,"Riyadh, Riyadh, Saudi Arabia",0,0,30,37,35,52,55,62,1,1,20,50,0,1,0,0,2:36,1:06,14,10,6,14,10,13,26,31,2,6,2,0,46,27,20,37,33,35,86,83,6,16,6,0,20 19 18,18 19 20
RINAT FAKHRETDINOV,NICOLAS DALBY,22/06/2024,Gladiator,Danish Dynamite,W,L,Decision - Split,3,5:00,3 Rnd (5-5-5),Thomas Fan,Ben Cartlidge 28 - 29. Anders Ohlsson 29 - 28. David Lethaby 28 - 29.,Welterweight Bout,-,UFC Fight Night: Whittaker vs. Aliskerov,"Riyadh, Riyadh, Saudi Arabia",0,0,68,66,50,49,99,123,5,0,45,0,0,0,0,0,6:17,3:57,53,36,10,25,5,5,49,38,19,28,0,0,77,54,14,37,7,7,72,57,27,42,0,0,29 29 28,28 28 29
KYUNG HO KANG,MUIN GAFUROV,22/06/2024,Mr. Perfect,Tajik,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Ben Cartlidge 27 - 30. Anders Ohlsson 27 - 30. Clemens Werner 27 - 30.,Bantamweight Bout,-,UFC Fight Night: Whittaker vs. Aliskerov,"Riyadh, Riyadh, Saudi Arabia",0,0,12,47,34,66,119,110,3,1,27,33,0,0,0,1,4:56,6:38,8,27,2,10,2,10,11,25,0,6,1,16,66,57,16,21,16,21,91,53,0,12,8,34,27 27 27,30 30 30
MAGOMED GADZHIYASULOV,BRENDSON RIBEIRO,22/06/2024,-,The Gorilla,W,L,Decision - Majority,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mark Collett 28 - 29. David Lethaby 28 - 29. Vito Paolillo 28 - 28.,Light Heavyweight Bout,-,UFC Fight Night: Whittaker vs. Aliskerov,"Riyadh, Riyadh, Saudi Arabia",0,0,26,17,66,48,93,29,5,3,100,50,0,1,0,1,9:59,1:56,15,6,4,4,7,7,12,13,4,3,10,1,57,35,15,23,26,41,46,76,15,17,38,5,29 29 28,28 28 28
XIAO LONG,CHANGHO LEE,22/06/2024,-,-,L,W,Decision - Split,3,5:00,3 Rnd + OT (5-5-5-5),Thomas Fan,Anders Ohlsson 29 - 28. Vito Paolillo 28 - 29. Clemens Werner 28 - 29.,Bantamweight Bout,-,UFC Fight Night: Whittaker vs. Aliskerov,"Riyadh, Riyadh, Saudi Arabia",0,0,68,84,66,70,135,173,2,2,40,22,0,0,0,0,6:19,1:48,27,28,33,54,8,2,26,18,42,66,0,0,39,33,48,64,11,2,38,21,61,78,0,0,29 28 28,28 29 29
ALEX PEREZ,TATSURO TAIRA,15/06/2024,-,-,L,W,KO/TKO,2,2:59,5 Rnd (5-5-5-5-5),Herb Dean,to Standing Back Control Leg injury to Perez,Flyweight Bout,perf,UFC Fight Night: Perez vs. Taira,"Las Vegas, Nevada, USA",0,0,41,31,53,46,45,43,1,2,100,100,0,0,0,0,0:24,0:48,22,25,10,2,9,4,31,28,10,3,0,0,53,80,24,6,21,12,75,90,24,9,0,0,10 10 10,9 9 9
DOUGLAS SILVA DE ANDRADE,MILES JOHNS,15/06/2024,D Silva,Chapo,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Eric Colon 27 - 30. Sal D'amato 27 - 30. Junichiro Kamijo 28 - 29.,Bantamweight Bout,-,UFC Fight Night: Perez vs. Taira,"Las Vegas, Nevada, USA",0,0,36,50,30,52,36,52,0,0,0,0,0,0,0,0,0:07,0:05,21,37,6,6,9,7,36,50,0,0,0,0,58,74,16,12,25,14,100,100,0,0,0,0,27 27 28,30 30 29
ASU ALMABAYEV,JOSE JOHNSON,15/06/2024,Zulfikar,Zhakwarius,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Mike Bell 27 - 30. Eric Colon 27 - 30. Tony Weeks 27 - 30.,Flyweight Bout,-,UFC Fight Night: Perez vs. Taira,"Las Vegas, Nevada, USA",0,0,20,5,68,23,77,58,6,1,54,100,4,1,1,0,11:24,1:03,12,3,3,1,5,1,4,4,5,1,11,0,60,60,15,20,25,20,20,80,25,20,55,0,30 30 30,27 27 27
CARLI JUDICE,GABRIELLA FERNANDES,15/06/2024,Crispy,Gabi,L,W,Decision - Split,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mike Bell 28 - 29. Adalaide Byrd 29 - 28. Chris Lee 28 - 29.,Women's Flyweight Bout,fight,UFC Fight Night: Perez vs. Taira,"Las Vegas, Nevada, USA",0,0,169,119,52,50,186,126,2,2,50,25,0,0,0,0,1:04,2:40,110,89,42,21,17,9,149,95,20,24,0,0,65,74,24,17,10,7,88,79,11,20,0,0,28 29 28,29 28 29
JEKA SARAGIH,WESTIN WILSON,15/06/2024,-,-,L,W,Submission,1,1:49,3 Rnd (5-5-5),Mark Smith,Triangle Armbar From Guard,Featherweight Bout,-,UFC Fight Night: Perez vs. Taira,"Las Vegas, Nevada, USA",0,0,4,0,50,0,4,2,0,1,0,33,0,3,0,0,0:53,0:35,2,0,1,0,1,0,3,0,0,0,1,0,50,0,25,0,25,0,75,0,0,0,25,0,- - -,- - -
MELQUIZAEL COSTA,SHAYILAN NUERDANBIEKE,15/06/2024,Melk Cauthy,Wolverine,W,L,Submission,3,1:50,3 Rnd (5-5-5),Mike Beltran,Rear Naked Choke,Featherweight Bout,-,UFC Fight Night: Perez vs. Taira,"Las Vegas, Nevada, USA",0,0,16,6,45,75,76,20,2,4,100,40,2,1,1,2,3:00,6:26,8,4,5,1,3,1,8,4,5,2,3,0,50,66,31,16,18,16,50,66,31,33,18,0,29 29 29,28 28 28
JARED CANNONIER,NASSOURDINE IMAVOV,08/06/2024,The Killa Gorilla,The Sniper,L,W,KO/TKO,4,1:34,5 Rnd (5-5-5-5-5),Jason Herzog,Punches to Head At Distance,Middleweight Bout,-,UFC Fight Night: Cannonier vs. Imavov,"Louisville, Kentucky, USA",0,0,64,82,58,61,102,106,1,2,100,66,0,0,0,0,6:18,1:10,42,61,9,16,13,5,58,64,6,17,0,1,65,74,14,19,20,6,90,78,9,20,0,1,29 29 28,28 28 29
MIGUEL BAEZA,PUNAHELE SORIANO,08/06/2024,Caramel Thunder,Puna,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Rob Mooney,Sal D'amato 25 - 30. Derek Cleary 25 - 30. Chris Kinman 27 - 30.,Welterweight Bout,-,UFC Fight Night: Cannonier vs. Imavov,"Louisville, Kentucky, USA",0,0,7,144,58,82,22,331,0,5,0,83,3,0,0,0,0:47,10:58,0,129,6,13,1,2,5,3,2,5,0,136,0,89,85,9,14,1,71,2,28,3,0,94,27 25 25,30 30 30
THIAGO MOISES,LUDOVIT KLEIN,08/06/2024,-,Mr. Highlight,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),George Conley,Rob Pope 27 - 30. Junichiro Kamijo 27 - 30. Mike Bell 27 - 30.,Lightweight Bout,-,UFC Fight Night: Cannonier vs. Imavov,"Louisville, Kentucky, USA",0,2,24,56,40,53,25,86,0,1,0,100,1,0,0,0,1:09,3:08,7,24,3,20,14,12,22,45,2,4,0,7,29,42,12,35,58,21,91,80,8,7,0,12,27 27 27,30 30 30
ANDREA LEE,MONTANA DE LA ROSA,08/06/2024,KGB,-,L,W,Decision - Split,3,5:00,3 Rnd (5-5-5),George Conley,Sal D'amato 28 - 29. Rob Pope 29 - 28. Derek Cleary 28 - 29.,Women's Flyweight Bout,-,UFC Fight Night: Cannonier vs. Imavov,"Louisville, Kentucky, USA",0,0,75,70,49,38,115,88,0,3,0,50,0,1,2,0,2:08,2:09,37,53,29,12,9,5,58,62,13,5,4,3,49,75,38,17,12,7,77,88,17,7,5,4,29 28 28,28 29 29
EDUARDA MOURA,DENISE GOMES,08/06/2024,Ronda,Dee,L,W,Decision - Split,3,5:00,3 Rnd (5-5-5),Rob Mooney,Chris Kinman 29 - 28. Junichiro Kamijo 27 - 30. Mike Bell 27 - 30.,Women's Strawweight Bout,-,UFC Fight Night: Cannonier vs. Imavov,"Louisville, Kentucky, USA",0,0,18,50,38,56,27,137,5,0,19,0,0,1,0,2,6:36,2:20,12,19,4,22,2,9,12,31,5,17,1,2,66,38,22,44,11,18,66,62,27,34,5,4,29 27 27,28 30 30
NIKO PRICE,ALEX MORONO,01/06/2024,The Hybrid,The Great White,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Sal D'amato 28 - 29. Chris Lee 28 - 29. Dave Tirelli 28 - 29.,Welterweight Bout,-,UFC 302: Makhachev vs. Poirier,"Newark, New Jersey, USA",0,0,108,96,48,45,138,111,5,1,100,100,0,0,1,0,3:37,0:56,78,74,24,13,6,9,78,91,9,2,21,3,72,77,22,13,5,9,72,94,8,2,19,3,29 29 29,28 28 28
GRANT DAWSON,JOE SOLECKI,01/06/2024,KGD,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Jon Bilyk 28 - 29. Sal D'amato 27 - 30. Dave Tirelli 27 - 30.,Lightweight Bout,-,UFC 302: Makhachev vs. Poirier,"Newark, New Jersey, USA",0,0,46,12,65,63,146,27,3,0,100,0,0,1,0,0,13:46,0:14,39,10,6,1,1,1,7,6,1,1,38,5,84,83,13,8,2,8,15,50,2,8,82,41,29 30 30,28 27 27
PHIL ROWE,JAKE MATTHEWS,01/06/2024,The Fresh Prince,The Celtic Kid,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Vitor Ribeiro,Jon Bilyk 28 - 29. Maimunah Querido 28 - 29. Adrian Castro 27 - 30.,Welterweight Bout,-,UFC 302: Makhachev vs. Poirier,"Newark, New Jersey, USA",0,0,34,66,32,40,40,89,0,1,0,100,0,0,1,1,1:50,3:04,27,36,1,18,6,12,32,60,2,3,0,3,79,54,2,27,17,18,94,90,5,4,0,4,28 27 28,29 30 29
MICKEY GALL,BASSIL HAFEZ,01/06/2024,-,The Habibi,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Jon Bilyk 27 - 30. Adrian Castro 27 - 30. Maimunah Querido 28 - 29.,Welterweight Bout,-,UFC 302: Makhachev vs. Poirier,"Newark, New Jersey, USA",0,0,83,95,58,47,93,101,1,3,50,60,0,0,0,0,0:08,1:12,70,83,13,7,0,5,78,91,4,1,1,3,84,87,15,7,0,5,93,95,4,1,1,3,27 27 28,30 30 29
